state,headline,sentiment_1,sentiment_2,agreement_1_2
Northern Territory,NT set to double nation's prawn production,Neutral,Neutral,TRUE
Northern Territory,NT set to double nation's prawn production7,Neutral,Neutral,TRUE
Northern Territory,NT water sustainability research to guide federal planning,"NA","NA",TRUE
Northern Territory,"Oyster farming milestone for remote Aboriginal community, as 80,000 baby oysters touch down",Positive,Positive,TRUE
Northern Territory,Pacific workers fly into Darwin for mango season,"NA","NA",TRUE
Northern Territory,Peace in salmon war lies on the land,Neutral,Neutral,TRUE
Northern Territory,Plan for deep-water fish pens off Tasmania7,Neutral,Neutral,TRUE
Northern Territory,Prawn farming plans in NT get a boost from Charles Darwin University,Positive,Positive,TRUE
Northern Territory,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,Neutral,Neutral,TRUE
Northern Territory,Project Sea Dragon owner optimistic despite $25.8m loss,Neutral,Neutral,TRUE
Northern Territory,Project Sea Dragon reports significant progress,Neutral,Neutral,TRUE
Northern Territory,Property: Legune Station sale paves way for massive aquaculture project,Neutral,Neutral,TRUE
Northern Territory,Salmon boss launches furious spray over ‘puerile’ video,Negative,"NA",FALSE
Northern Territory,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,Negative,TRUE
Northern Territory,"Salmon giant Huon objects to Petuna Storm Bay farm licence on biosecurity grounds, documents show",Neutral,Neutral,TRUE
Northern Territory,Salmon Wars: The path to a peace plan,Neutral,Neutral,TRUE
Northern Territory,Satellite images predict the NT's next mango harvest yield,"NA",Neutral,FALSE
Northern Territory,Seafarms secures $90 million funding,Neutral,Neutral,TRUE
Northern Territory,Shepparton fish farming course will help Indigenous students work on Country,Positive,Positive,TRUE
Northern Territory,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,Positive,TRUE
Northern Territory,Surfers’ simple message to salmon farmers,Neutral,"NA",FALSE
Northern Territory,Tasmania Salmon Farms,Neutral,Neutral,TRUE
Northern Territory,Tasmania to cap spread of salmon farms,Neutral,Neutral,TRUE
Northern Territory,Tasmanian oyster grower sells business to South Australian hatchery,Neutral,Neutral,TRUE
Northern Territory,Tasmanian salmon companies report 68 instances of elevated fish deaths in 15 months,Neutral,Negative,FALSE
Northern Territory,Tassal leads pack with sustainable Salmon,Positive,Positive,TRUE
Northern Territory,TEL’s funding push to make NQ leader in aquaculture,Positive,"NA",FALSE
Northern Territory,There aren't plenty more fish in the sea,"NA","NA",TRUE
Northern Territory,Underwater Drones Protecting Territory Aquaculture Industry,Neutral,Neutral,TRUE
Northern Territory,Valuable fish culled as WA kingfish producer loses faith in WA State Government,"NA",Neutral,FALSE
Queensland,$4.5m tropical rock lobster project launched,Neutral,Neutral,TRUE
Queensland,2021 is the world's fifth hottest year on record,"NA","NA",TRUE
Queensland,2021 is the world's fifth hottest year on record | The Advertiser,"NA","NA",TRUE
Queensland,A greener blue revolution,Negative,Negative,TRUE
Queensland,"‘Larger than life’: Beloved Coast businessman, pioneer dies","NA","NA",TRUE
Queensland,"Albany Aquaculture Zone to boost investment, growth and jobs",Positive,Positive,TRUE
Queensland,Algae answer to aquaculture wastewater problem,Neutral,Negative,FALSE
Queensland,Andrew Forrest takes $20m stake in Tasmania’s controversial salmon industry,Negative,"NA",FALSE
Queensland,"Andrew Forrest's Harvest Road quits WA Aquaculture Council, reportedly poaches executive officer",Neutral,Neutral,TRUE
Queensland,"Andrew 'Twiggy' Forrest's biggest buys in 2021: From medicinal cannabis to Canadian nickel, he's bought it all","NA","NA",TRUE
Queensland,A-peeling grant backs prawn farmers to go digital,Positive,Positive,TRUE
Queensland,Aquaculture could see Rockhampton known as more than just Australia's beef capital,Positive,Positive,TRUE
Queensland,Aquaculture hub to kickstart northern industry,Positive,Positive,TRUE
Queensland,Aquaculture sector in Queensland set for boost,Positive,Positive,TRUE
Queensland,Aquaculture to make a splash in northern Australia,Positive,Neutral,FALSE
Queensland,Aratula irrigation properties head to auction,"NA","NA",TRUE
Queensland,Aussie Helpers experiments with aquaculture,Neutral,Neutral,TRUE
Queensland,Australians bid to boost banana prawn farming,Positive,Positive,TRUE
Queensland,Balancing the scales with responsible aquaculture,Neutral,Neutral,TRUE
Queensland,Blackbutt's Bindanoon sets the scene,"NA","NA",TRUE
Queensland,Burdekin Shire to be home to Australia's first high tech aquaculture farm,Positive,Neutral,FALSE
Queensland,Call to ban commercial fishing in Gulf of Carpentaria sparks backlash from local fishers,"NA","NA",TRUE
Queensland,Central Qld prawn farm promises new jobs ahead of expansion,Neutral,Positive,FALSE
Queensland,China pulls the plug on Australia's biggest live reef fish exporter,"NA","NA",TRUE
Queensland,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,Negative,TRUE
Queensland,Close the Loop nets Oceania Agencies,"NA","NA",TRUE
Queensland,Cobia's fine dining success to kick-start multi-million-dollar aquaculture in northern Australia,Positive,Positive,TRUE
Queensland,Coral trout hatchery in Cairns brings fish bred in captivity to the menu,Positive,Neutral,FALSE
Queensland,Could Queensland be “the aquaculture capital of the world”?,Neutral,"NA",FALSE
Queensland,Crayfish farm collapses owing $1m,Neutral,Neutral,TRUE
Queensland,Deakin’s $10m bid to become aquaculture leader,Neutral,"NA",FALSE
Queensland,Diving into sustainable aquaculture,Positive,Positive,TRUE
Queensland,Dorset to host UK's first redclaw crayfish RASThe Fish Site12 Novbookmark_bordersharemore_vert,"NA","NA",TRUE
Queensland,Exmoor Station prawn farm part of northern aquaculture boom,Positive,Neutral,FALSE
Queensland,Exmoor to be developed as major aquaculture operation,Neutral,Neutral,TRUE
Queensland,Extinction threat as China crisis deepens,"NA","NA",TRUE
Queensland,Farmed prawn production to increase in North Queensland,Neutral,Neutral,TRUE
Queensland,Feds on the hook for damages over prawn disease outbreak,Neutral,Negative,FALSE
Queensland,Festive catch of the day as seafood retailer named #eatqld Champion,"NA","NA",TRUE
Queensland,Fill n' Chill with plenty of Queensland Seafood this Christmas,"NA","NA",TRUE
Queensland,"Fish farming solution is in the cloud - UQ News - The University of Queensland, Australia",Neutral,Neutral,TRUE
Queensland,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,"NA",Positive,FALSE
Queensland,Fresh North Queensland prawns on table,Positive,"NA",FALSE
Queensland,GALLERY | New prawn farm already looking to future,Positive,Positive,TRUE
Queensland,"Golden harvest as value of farms, crops rise",Positive,"NA",FALSE
Queensland,Hong Kong investor buys axed Qld government fish breeding project and picks up the profits,Neutral,Neutral,TRUE
Queensland,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,Neutral,TRUE
Queensland,"Huon Aquaculture's revenue grew, but the salmon grower still took a hit due to COVID-19",Positive,Positive,TRUE
Queensland,Iconic Queensland fish and shellfish farm offered for sale,Positive,Neutral,FALSE
Queensland,Innovative Aquaculture Hub - Bribie Island,Neutral,Neutral,TRUE
Queensland,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,Negative,FALSE
Queensland,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,Positive,TRUE
Queensland,Jobs of the future: The changing face of our next farmers,"NA",Neutral,FALSE
Queensland,Katters propose Qld seafood label laws,"NA","NA",TRUE
Queensland,Keeping males in fridge – future of Aquaculture,Neutral,"NA",FALSE
Queensland,"Lockyer Valley farmers introduce aquaculture and ""pasture raised"" poultry",Neutral,Neutral,TRUE
Queensland,Mackay Whitsunday schools get $1.5m worth of upgrades,"NA","NA",TRUE
Queensland,Mackay-Whitsunday aquaculture projects to net up to 1000 jobs,Positive,Positive,TRUE
Queensland,Mangrove aquaculture to be supported by state-of-the-art environmental monitoring,Positive,Neutral,FALSE
Queensland,MBD purchase and expand prawn and seaweed facility,Neutral,Neutral,TRUE
Queensland,Mount Morgan Regional Community Forum tomorrow - Ministerial Media Statements,"NA","NA",TRUE
Queensland,New $2.5m aquaculture facility planned for Rockhampton school,Neutral,Neutral,TRUE
Queensland,New abalone restrictions to protect South Australian industry,Positive,Positive,TRUE
Queensland,New reef regulations coming in June,"NA","NA",TRUE
Queensland,Not just for sushi: The push to farm seaweed off Queensland,Positive,Positive,TRUE
Queensland,NQ freshwater aquaculture opportunity,Positive,Positive,TRUE
Queensland,Pacific Reef Fisheries Guthalungra prawn farm progresses,Positive,Positive,TRUE
Queensland,Peak body launched for seaweed industry,Neutral,Neutral,TRUE
Queensland,Plan for deep-water fish pens off Tasmania7,Neutral,Neutral,TRUE
Queensland,Plenty of Queensland seafood this Christmas,"NA","NA",TRUE
Queensland,Prawns star in new record-high for aquaculture production,Positive,Positive,TRUE
Queensland,Project pipeline taps into jobs and growth in Mackay,"NA","NA",TRUE
Queensland,Project Sea Dragon reports significant progress,Neutral,Neutral,TRUE
Queensland,"Queensland fisheries face tighter regulations, but industry is not happy","NA","NA",TRUE
Queensland,Queensland gropers sent to south-east to help prawn farmers battling white spot disease,Positive,Neutral,FALSE
Queensland,Queensland launches $5 million aquaculture hub,Neutral,Neutral,TRUE
Queensland,"R&D grants open for fisheries, aquaculture",Neutral,Neutral,TRUE
Queensland,Ridley Corp sells aquafeed plant to Skretting,Neutral,Neutral,TRUE
Queensland,Salmon farmer Huon Aquaculture slams accreditation scheme,Neutral,Neutral,TRUE
Queensland,Salmon Wars: The path to a peace plan,Neutral,Neutral,TRUE
Queensland,Seafarms secures $90 million funding,Neutral,Neutral,TRUE
Queensland,Shepparton fish farming course will help Indigenous students work on Country,Positive,Positive,TRUE
Queensland,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,Positive,TRUE
Queensland,Solid ground boosts NQ rock lobster farm - Ministerial Media Statements,Positive,Positive,TRUE
Queensland,South Coast oyster farmer goes global with breakthrough app,Positive,Positive,TRUE
Queensland,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,"NA","NA",TRUE
Queensland,"Spanish mackerel stocks under threat from overfishing, government says","NA","NA",TRUE
Queensland,Tackling pathogens in Australia's tiger prawn farms,Positive,Neutral,FALSE
Queensland,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,Neutral,Neutral,TRUE
Queensland,TEL’s funding push to make NQ leader in aquaculture,Positive,"NA",FALSE
Queensland,Tiger prawn farm attracts offshore interest,Neutral,Positive,FALSE
Queensland,Time for Scott Morrison to deliver for Queensland - Ministerial Media Statements,"NA","NA",TRUE
Queensland,Townsville rock lobster hatchery to begin producing larvae in world-first commercial operation,Neutral,Neutral,TRUE
Queensland,Tropical oysters cultivated in Bowen,Neutral,Neutral,TRUE
Queensland,Tropical rock lobster facility to boost aquaculture in the north,Positive,Neutral,FALSE
Queensland,Twiggy says JBS-Huon deal too costly because salmon pens must move,Neutral,Neutral,TRUE
Queensland,Wave power project launched for offshore aquaculture installations,Neutral,Neutral,TRUE
Queensland,White spot prawn disease now endemic to wild populations in Queensland's Moreton Bay region,Neutral,Neutral,TRUE
Queensland,Wolvi sugar cane farm converted to grow crayfish,Neutral,Neutral,TRUE
Queensland,Women encouraged to pick up the rod for annual Fitzroy River Barra Bash in growing world-class fishing destination,"NA","NA",TRUE
South Australia,$8m marina planned for regional kingfish farm,Neutral,Neutral,TRUE
South Australia,90 unusual subjects you can study in SA schools,"NA","NA",TRUE
South Australia,A 20-year retrospective review of global aquaculture,Neutral,Neutral,TRUE
South Australia,Abalone farmer grows shellfish aquaculture portfolio,Positive,Neutral,FALSE
South Australia,Agrosuper S.,"NA","NA",TRUE
South Australia,"Albany Aquaculture Zone to boost investment, growth and jobs",Positive,Positive,TRUE
South Australia,"Andrew Forrest's Harvest Road quits WA Aquaculture Council, reportedly poaches executive officer",Neutral,Neutral,TRUE
South Australia,"Aquaculture Additives Market Size, Trends, Forecast to 2029 | Key Players – Alltech, Cargill, Norel SA, BIOMIN Holding Gmb",Neutral,"NA",FALSE
South Australia,"Aquaculture boom at our fingertips: study | The Times | Victor Harbor, SAVictor Harbor Times7 Decbookmark_bordersharemore_vert",Positive,Neutral,FALSE
South Australia,"Aquaculture Healthcare Market In-Depth Analysis including Development Strategy, Regional Analysis, Key Segmentation by Major Companies | Archer Daniels Midland Company, Benchmark PLC, Ceva Sante, Du",Neutral,Neutral,TRUE
South Australia,Aquaculture Is Key To Meet Increasing Food Demand: FAOOutlook India25 Septbookmark_bordersharemore_vert,Positive,Positive,TRUE
South Australia,Aquaculture is now the largest sector of the seafood industry,Neutral,Positive,FALSE
South Australia,Aquaculture Market Report by Technavio estimates $ 48.88 Bn growth during 2020-2024,Neutral,Positive,FALSE
South Australia,"Aquaculture Market: Value Chain, Stakeholder Analysis and Trends and Top Key Companies | American Abalone Farms, Austevoll Seafood ASA, Lerøy Seafood Group ASA, Bakkafrost – Industrial ITIndustrial IT4 days agobookmark_bordersharemore_vert",Neutral,"NA",FALSE
South Australia,"Aquaculture Parasiticides Market to Witness Growth Acceleration | Novartis AG, Virbac SA, Boehringer Ingelheim – Industrial ITIndustrial IT4 days agobookmark_bordersharemore_vert",Neutral,"NA",FALSE
South Australia,"Aquaculture Therapeutics Industry Market 2020 Global Industry Size, Revenue Growth Development, Business Opportunities, Future Trends, Top Key Players, Market Share and Global Analysis by Forecast to 2024 – Industrial ITIndustrial IT2 days agobookmark_bordersharemore_vert",Neutral,"NA",FALSE
South Australia,Aquaculture: Five tips to get started,Positive,Neutral,FALSE
South Australia,Aqua-Spark and Semapa Next co-lead series B round for Oceano Fresco,"NA",Neutral,FALSE
South Australia,Asia's Booming Fish Farms Raise Environmental and Health Alarm,Negative,Negative,TRUE
South Australia,Aussie oyster grower aims to double production,Neutral,Neutral,TRUE
South Australia,Australia's emerging seaweed startups,Neutral,Neutral,TRUE
South Australia,Bicheno abalone gets green tick from ASCThe Examiner23 Octbookmark_bordersharemore_vert,Positive,Positive,TRUE
South Australia,Breeding programme aims to save Australian oysters,Positive,Positive,TRUE
South Australia,Briefcase: Business snippets from around SAIn,"NA","NA",TRUE
South Australia,Carnegie to power moored and aquaculture vessels with wave energy,Neutral,Neutral,TRUE
South Australia,Children to learn in nature with SA first program,"NA","NA",TRUE
South Australia,Chinese Companies Are Combining Offshore Wind With Fish Farms,Neutral,Neutral,TRUE
South Australia,Clean Seas set for 4000-tonne kingfish expansion,Neutral,Neutral,TRUE
South Australia,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,Negative,TRUE
South Australia,Coffin Bay oyster growers back in business,Positive,Positive,TRUE
South Australia,"Coming up, Down Under – Fish Farmer Magazine","NA","NA",TRUE
South Australia,Corporate Ladder: your weekly guide to executive appointments,"NA","NA",TRUE
South Australia,Cuttlefish battle brewing over kingfish farm plans,Neutral,Negative,FALSE
South Australia,Deakin’s $10m bid to become aquaculture leader,Neutral,"NA",FALSE
South Australia,Employment award winners are grinners,"NA","NA",TRUE
South Australia,Extinction threat as China crisis deepens,"NA","NA",TRUE
South Australia,First algae aquaculture lease granted off the Yorke Peninsula,Neutral,Neutral,TRUE
South Australia,Fishers all at sea over Lincoln desal plant plan,"NA","NA",TRUE
South Australia,Fishers left reeling over contentious desal plant site,"NA","NA",TRUE
South Australia,Fishmeal Market Forecast to 2028 - COVID-19 Impact and Global Analysis By Source and Application,"NA","NA",TRUE
South Australia,Food workers' jobs to go as South Australian plant fails to find new work,Neutral,"NA",FALSE
South Australia,Get a glimpse of South Australia's aquaculture industry,Neutral,"NA",FALSE
South Australia,"Global Aquaculture Insurance Market Outlook 2021 Analysis by Leading Keyplayers | AXA,PICC,QBE,JLT – Industrial ITIndustrial IT4 days agobookmark_bordersharemore_vert",Neutral,"NA",FALSE
South Australia,Global Aquaculture Market to Reach $232.4 Billion by 2026,Neutral,Neutral,TRUE
South Australia,Global Aquaculture Market to Reach $245.2 Billion by 2027,Neutral,Neutral,TRUE
South Australia,Global Sea Bass Market Opportunity Analysis and Industry Forecast 2021-2030: Rising Demand for Organic Seafood Boosting Market Proliferation - Research,"NA","NA",TRUE
South Australia,Global Sea Bass Market Report 2021: Sustainable Sea Bass,"NA","NA",TRUE
South Australia,Global Sea Bass Market to Garner $7.9 billion by 2030: Allied Market Research,"NA","NA",TRUE
South Australia,Greece is the word when it comes to aquaculture,Neutral,Neutral,TRUE
South Australia,Hagen Stehr: SA’s big fish on the secrets of his success,"NA","NA",TRUE
South Australia,Hiramasa Kingfish: SA's aquaculture monarch,Neutral,Neutral,TRUE
South Australia,How to start fish farming in just 10 easy steps,Positive,Positive,TRUE
South Australia,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,Neutral,TRUE
South Australia,"In the wake of major merger, Nireus earns “Fish from Greece” certification",Neutral,"NA",FALSE
South Australia,JBS' $425 MIllion Acquisition of Huon Aquaculture – Global Legal Chronicle,Neutral,"NA",FALSE
South Australia,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,Negative,FALSE
South Australia,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,Positive,TRUE
South Australia,KI aquaculture expansion back on after timber port rejection,Neutral,Neutral,TRUE
South Australia,Meat Giant JBS to Enter Fish Market With $314 Million Huon Deal,Neutral,"NA",FALSE
South Australia,Methane-busting seaweed industry begins growing in South Australia,Positive,Positive,TRUE
South Australia,New abalone restrictions to protect South Australian industry,Positive,Positive,TRUE
South Australia,New taste to fish farming in Australia,Positive,Positive,TRUE
South Australia,Nominate now for Yumbah Aquaculture Kangaroo Island employment awards,Neutral,"NA",FALSE
South Australia,"Obituary - William L. Shelton, 1939-2021 - World Aquaculture Societywas.org16 Decbookmark_bordersharemore_vert","NA","NA",TRUE
South Australia,Plan for deep-water fish pens off Tasmania7,Neutral,Neutral,TRUE
South Australia,Port Lincoln City Council against desalination plant in Boston Bay,"NA","NA",TRUE
South Australia,"Port Lincoln tuna farming outlook bright, Inquiry hears",Positive,Positive,TRUE
South Australia,Premium Australian oyster fishery returns to growth,Neutral,Positive,FALSE
South Australia,SA aquaculture industry reaching new heights,Positive,Positive,TRUE
South Australia,SA Commercial Marine Scalefish Fishery celebrates 185 years of sustainability and family traditions,Positive,Positive,TRUE
South Australia,Salmon Wars: The path to a peace plan,Neutral,Neutral,TRUE
South Australia,Search begins for SA's 2021 Ag,"NA","NA",TRUE
South Australia,Seaweed aquaculture venture to partner with Kangaroo Island oyster grower,Neutral,Neutral,TRUE
South Australia,Shepparton fish farming course will help Indigenous students work on Country,Positive,Positive,TRUE
South Australia,"South African fishermen, oyster farmers fear power-generating ship will kill business",Neutral,Neutral,TRUE
South Australia,South Australian appointed to the Murray–Darling Basin Authority,"NA","NA",TRUE
South Australia,South Australia's Coffin Bay oyster growers are back in business,Positive,Positive,TRUE
South Australia,South Australia's fisheries on the world stage,"NA","NA",TRUE
South Australia,South Australia's lobster season starts as markets tighten,Neutral,Neutral,TRUE
South Australia,South Australia's top 100 companies: 80-61,"NA","NA",TRUE
South Australia,Southern Australia identified as potential aquaculture hotspot,Neutral,Neutral,TRUE
South Australia,State aid: Commission approves €9.8 million Charleroi,"NA","NA",TRUE
South Australia,Support retracted for desal,"NA","NA",TRUE
South Australia,Sustainable aquafeed and aquaculture production systems as impacted by challenges of global food security and climate change - World Aquaculture Societywas.org13 Decbookmark_bordersharemore_vert,Positive,Neutral,FALSE
South Australia,TEL’s funding push to make NQ leader in aquaculture,Positive,"NA",FALSE
South Australia,'There are many myths surrounding fish farming': How aquaculture is leveraging tech for an economically and environmentally bright future,Positive,Positive,TRUE
South Australia,Thousands of baby snapper to be released into SA gulf waters to boost fish stock recovery,"NA","NA",TRUE
South Australia,Tilapia demand: SA not ready to swim with the big fish,Positive,Neutral,FALSE
South Australia,Tilapia farming: Untapped SA market holds opportunity for growth,Positive,Positive,TRUE
South Australia,"Tooperang Trout Farm is the largest breeder in South Australia | The Times | Victor Harbor, SAVictor Harbor Timesbookmark_bordersharemore_vert",Neutral,Neutral,TRUE
South Australia,US-based aquaculture company include Port Lincoln for seaweed cultivation,Neutral,Neutral,TRUE
South Australia,Valuable fish culled as WA kingfish producer loses faith in WA State Government,"NA",Neutral,FALSE
South Australia,Waters of Eyre Peninsula opens for more farms,Neutral,Neutral,TRUE
South Australia,"West Coast fishers reeling from priority species quota of $1,300 a year","NA","NA",TRUE
South Australia,"Which fish should be farmed in SA, and where?",Positive,Positive,TRUE
South Australia,Yumbah Aquaculture on Kangaroo Island welcomes Smith Bay port decision,Neutral,Neutral,TRUE
South Australia,Yumbah Aquaculture secures internationally-recognised Aquaculture Stewardship Council (ASC) certification,Positive,Positive,TRUE
South Australia,Yumbah Aquaculture wins Export Award at 2020 SA Premier's Food and Beverage Industry Awards,Neutral,Neutral,TRUE
South Australia,Yumbah Aquaculture wins gold medal for greenlip abalone,Neutral,Neutral,TRUE
South Australia,Yumbah has big plans for historic Moonta Park property,"NA","NA",TRUE
Tasmania,‘Battery-hen farming of the sea’: sustainable alternatives to eating salmon,Negative,"NA",FALSE
Tasmania,‘Flames of rage’ over salmon farm plans,Negative,"NA",FALSE
Tasmania,‘Toxic’ author’s dire warning over Huon Aquaculture sale,Negative,"NA",FALSE
Tasmania,Abalone producer Yumbah Aquaculture buys Tasmanian oyster grower,Neutral,Neutral,TRUE
Tasmania,Aboriginal Fisheries Officer to lead consultation on sea country,Neutral,Neutral,TRUE
Tasmania,AI breakthrough in Tassie salmon farming,Neutral,Positive,FALSE
Tasmania,Andrew Forrest takes $20m stake in Tasmania’s controversial salmon industry,Negative,"NA",FALSE
Tasmania,Another farmed salmon mass breakout in Tasmanian waters stuns Huon Aquaculture,Negative,Negative,TRUE
Tasmania,ASC responds to concerns over aquaculture standards,Neutral,Neutral,TRUE
Tasmania,Atlantic salmon: Open-net feedlots must not be used in Tasmania,Negative,Negative,TRUE
Tasmania,"Australia's aquaculture sector grew amid COVID-19, but production expected to drop in 2021",Neutral,Neutral,TRUE
Tasmania,Australia's emerging seaweed startups,Neutral,Neutral,TRUE
Tasmania,Balancing the scales with responsible aquaculture,Neutral,Neutral,TRUE
Tasmania,BBF recruits anti-jobs campaigner in new low,"NA","NA",TRUE
Tasmania,Bicheno abalone gets green tick from ASCThe Examiner23 Octbookmark_bordersharemore_vert,Positive,Positive,TRUE
Tasmania,Big Salmon Ducks Scrutiny on Mass Wildlife Deaths,Negative,Negative,TRUE
Tasmania,Bill tabled to support offshore Marine Aquaculture Research,Neutral,Positive,FALSE
Tasmania,Book review: Acclaimed Australian author takes on local 'salmon barons'Nikkei Asia11 Julybookmark_bordersharemore_vert,Negative,Neutral,FALSE
Tasmania,Brazil’s Batista Brothers Invited to Tasmania After Purchase of Huon Aquaculture,Neutral,"NA",FALSE
Tasmania,Breeding programme aims to save Australian oysters,Positive,Positive,TRUE
Tasmania,Calls for independent salmon testing after lab tests allegedly show higher fat content than industry figures,Neutral,Negative,FALSE
Tasmania,Change in salmon licencing laws could generate an additional $2 billion for Tasmania,Positive,Positive,TRUE
Tasmania,Claims maps reveal aquaculture expansion plan,Neutral,Neutral,TRUE
Tasmania,"Coming up, Down Under – Fish Farmer Magazine","NA","NA",TRUE
Tasmania,Company on lookout for more workers at Parramatta Creek site,"NA",Neutral,FALSE
Tasmania,Dividend growth investing special mention: Tassal (ASX:TGR)Rask Media17 Decbookmark_bordersharemore_vert,"NA","NA",TRUE
Tasmania,DPIPWE gave salmon farm giant Tassal green light to trap seals,Negative,Negative,TRUE
Tasmania,Fish farm expansion earmarked for Circular Head region in Tasmania's north west,Neutral,Neutral,TRUE
Tasmania,Fish farming inquiry kicks off,Neutral,Neutral,TRUE
Tasmania,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,"NA",Positive,FALSE
Tasmania,"Forrest, Flanagan Back Land-Based Aquaculture",Neutral,Positive,FALSE
Tasmania,Fur seals ‘subjected to horrible practices’The Mercury19 June 2021bookmark_bordersharemore_vert,"NA","NA",TRUE
Tasmania,"Giant salmon ships bound for Tasmania, as local sailors told to 'be on the look out'ABC Newsbookmark_bordersharemore_vert","NA","NA",TRUE
Tasmania,Go,"NA","NA",TRUE
Tasmania,Greens label decision by incomplete fish farm panel in Tasmania an 'outrage'ABC Newsbookmark_bordersharemore_vert,Negative,Negative,TRUE
Tasmania,Hobart Town Hall Meeting on Salmon Farming,Neutral,Neutral,TRUE
Tasmania,How salmon farming pushed Macquarie Harbour to the limit,Negative,Negative,TRUE
Tasmania,How Tasmania's salmon farms are being cleaned up by author Richard Flanagan,Negative,Negative,TRUE
