state,headline,sentiment_1,sentiment_2,agreement_1_2
Tasmania,Huon Aquaculture bosses expect investments will pay off,Neutral,Neutral,TRUE
Tasmania,"Huon Aquaculture confirms 120,000 salmon escaped in May storms, amid calls for more industry 'transparency'ABC Newsbookmark_bordersharemore_vert",Negative,Negative,TRUE
Tasmania,Huon Aquaculture defends itself from #Fresh,Negative,Negative,TRUE
Tasmania,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,Neutral,TRUE
Tasmania,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,Neutral,Negative,FALSE
Tasmania,Huon Aquaculture talks down prospects of moving salmon farming entirely onshore in Tasmania,Neutral,Neutral,TRUE
Tasmania,JBS boss promises no job losses if the meat processor takes over Huon Aquaculture,Neutral,Negative,FALSE
Tasmania,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,Positive,TRUE
Tasmania,KI aquaculture expansion back on after timber port rejection,Neutral,Neutral,TRUE
Tasmania,Landing salmon: can Tasmania clean up the industry by bringing it onshore?,Negative,Neutral,FALSE
Tasmania,Loss-making Huon is potential takeover target – Fish Farmer Magazine,Neutral,"NA",FALSE
Tasmania,Macquarie Harbour recovers from rapid salmon expansion as EPA considers future sustainability,Negative,Negative,TRUE
Tasmania,Marine Aquaculture Research Bill out for public comment,Neutral,Neutral,TRUE
Tasmania,Minister refuses to shed light on why two experts quit Tasmanian fish farm advisory panel,Negative,Negative,TRUE
Tasmania,MOU to support aquaculture further offshore,Neutral,Positive,FALSE
Tasmania,Navigator a boost to sea training and jobs,"NA","NA",TRUE
Tasmania,New Tasmanian Seafood Processor Grant Scheme,Neutral,Neutral,TRUE
Tasmania,"Off shore salmon farming has potential, says Senator Peter Whish-Wilson",Neutral,Positive,FALSE
Tasmania,Offshore marine aquaculture research a step closer,Neutral,Positive,FALSE
Tasmania,Peace in salmon war lies on the land,Neutral,Neutral,TRUE
Tasmania,Plan for deep-water fish pens off Tasmania7,Neutral,Neutral,TRUE
Tasmania,Promising plans for a new salmon farm at Circular Head: Petuna CEO Ruben Alvarez,Neutral,Positive,FALSE
Tasmania,Protesters demand UTAS to stay right where it is,"NA","NA",TRUE
Tasmania,Ridley Corp sells aquafeed plant to Skretting,Neutral,Neutral,TRUE
Tasmania,Salmon farm admits fault over mass fish escape,Neutral,Negative,FALSE
Tasmania,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,Negative,TRUE
Tasmania,Salmon Farming: Tasmania's Reset On Its Controversial Industry,Negative,Negative,TRUE
Tasmania,"Salmon giant Huon objects to Petuna Storm Bay farm licence on biosecurity grounds, documents show",Neutral,Neutral,TRUE
Tasmania,"Salmon 'grow' and 'no grow' draft plan for Tasmania released, but Greens unimpressed",Negative,Negative,TRUE
Tasmania,"Salmon industry winning the PR war, poll shows",Neutral,Positive,FALSE
Tasmania,Salmon Wars: The path to a peace plan,Neutral,Neutral,TRUE
Tasmania,"Seal response at Tasmanian aquaculture sites 'out of proportion', advocates say",Neutral,Neutral,TRUE
Tasmania,'Shocking' images of birds caught in nets prompt calls for reform at Tasmanian salmon farms,Negative,Negative,TRUE
Tasmania,Skretting to buy Ridley's Tasmanian aquafeed plant,Neutral,Neutral,TRUE
Tasmania,Small scale farmer tackles ‘Toxic’ backwash,"NA","NA",TRUE
Tasmania,Stanley Wharf being considered as potential base for fish farming in north-west Tasmania,Neutral,Neutral,TRUE
Tasmania,State government agrees to explore further offshore fish farms,Neutral,Neutral,TRUE
Tasmania,State government to amend fisheries bill to access to Commonwealth waters,Neutral,"NA",FALSE
Tasmania,"Suitors court Huon Aquaculture, after salmon giant's horror year",Negative,Negative,TRUE
Tasmania,"Suitors lining up for troubled Huon Aquaculture, including JBSSeafood",Negative,Negative,TRUE
Tasmania,TAMP Meets with JBS over Huon Aquaculture,Neutral,Neutral,TRUE
Tasmania,Tas,"NA","NA",TRUE
Tasmania,Tasmania Salmon Farms,Neutral,Neutral,TRUE
Tasmania,"Tasmania’s salmon industry expansion has no sound scientific basis, expert who quit review panel says",Neutral,"NA",FALSE
Tasmania,Tasmanian aquaculture opponents decry “secret maps” as government develops 10-year plan,Neutral,"NA",FALSE
Tasmania,Tasmanian Fish Farming Goes Deeper Offshore,Neutral,Neutral,TRUE
Tasmania,Tasmanian Government moves to form marine research collaboration with Commonwealth for future deep sea salmon farming,Neutral,Neutral,TRUE
Tasmania,Tasmanian oyster grower sells business to South Australian hatchery,Neutral,Neutral,TRUE
Tasmania,Tasmanian salmon companies report 68 instances of elevated fish deaths in 15 months,Neutral,Negative,FALSE
Tasmania,Tasmanian salmon giant Huon Aquaculture is for sale,Neutral,Neutral,TRUE
Tasmania,Tasmanian Salmon industry in deeper waters; Greens react,Negative,Negative,TRUE
Tasmania,"Tasmanian salmon should be off the menu for now, says conservation group",Neutral,Negative,FALSE
Tasmania,Tasmania's salmon industry detonates underwater bombs to scare away seals – but at what cost?,Negative,"NA",FALSE
Tasmania,"Tasmania's three fish farming companies, Tassal, Petuna Seafood, Huon Aquaculture, to make joint submission to Greens initiated Senate inquiry into salmon industry",Neutral,Neutral,TRUE
Tasmania,Tassal leads the pack with sustainable Salmon,Positive,Positive,TRUE
Tasmania,Thanks owed to agency shielding state,"NA","NA",TRUE
Tasmania,The Aquaculture Industry Needs a Heat-Loving Salmon,Neutral,Neutral,TRUE
Tasmania,The battle over big salmon: industry at a crossroads as Tasmania votes,Neutral,Neutral,TRUE
Tasmania,The Bob Brown Foundation dispute the validity of eco-certifications for salmon farmers,Neutral,Neutral,TRUE
Tasmania,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",Neutral,Positive,FALSE
Tasmania,The sweet smell of success from fish poo for one Tasmanian farmer,"NA",Positive,FALSE
Tasmania,The Tasmanian Alliance for Marine Protection is calling for fish farms to move back onshore,Neutral,Neutral,TRUE
Tasmania,Twiggy Forrest buys chunk of Huon Aquaculture,Neutral,Neutral,TRUE
Tasmania,Views sought on turning organic waste into energy,"NA","NA",TRUE
Tasmania,Wave power project launched for offshore aquaculture installations,Neutral,Neutral,TRUE
Tasmania,"WWF Australia admitted Tasmanian salmon farms ‘not sustainable’, campaigner says",Neutral,"NA",FALSE
Victoria,$2.4 million funding to enable fish-based livelihood innovation in Solomon Islands and Timor-Leste,Positive,Positive,TRUE
Victoria,18 select stores in Sydney will soon start selling Aquna Sustainable Murray Cod,"NA",Positive,FALSE
Victoria,A Limeburners Creek dam could damage Port Stephens oyster industry,Positive,Negative,FALSE
Victoria,Activists warn suitors circling Tassie salmon producer,Neutral,Negative,FALSE
Victoria,"Albany Aquaculture Zone to boost investment, growth and jobs",Positive,Positive,TRUE
Victoria,Albury anglers take advantage of lockdown to snag trophy fish,"NA","NA",TRUE
Victoria,Andrew Forrest takes $20m stake in Tasmania’s controversial salmon industry,Negative,"NA",FALSE
Victoria,Aquaculture boom at our fingertips: study,Positive,Neutral,FALSE
Victoria,"Aquaculture boom at our fingertips: study | Bay Post-Moruya Examiner | Batemans Bay, NSWBay Post/Moruya Examiner7 Decbookmark_bordersharemore_vert",Positive,Neutral,FALSE
Victoria,Aquaculture could see Rockhampton known as more than just Australia's beef capital,Positive,Positive,TRUE
Victoria,Aquaculture in Southeast Asia,Neutral,Neutral,TRUE
Victoria,Aquaculture inquiry to hear about NT biosecurity concerns,Neutral,Neutral,TRUE
Victoria,Aquacultureman: Take a peek inside the land-based fish farm breeding 80% of Australia's barramundi,Neutral,Neutral,TRUE
Victoria,Aquaponics on the rise as more people turn to fish poo to grow fresh produce,Neutral,Positive,FALSE
Victoria,Aquna Murray Cod reels in first prize at state produce awards,"NA","NA",TRUE
Victoria,Aussie company turns away from China,"NA","NA",TRUE
Victoria,Australian Farmer of the Year 2018 sees family founders of Huon Aquaculture take first top gong for seafood,Neutral,Neutral,TRUE
Victoria,Australia's emerging seaweed startups,Neutral,Neutral,TRUE
Victoria,Balancing the scales with responsible aquaculture,Neutral,Neutral,TRUE
Victoria,Boosting oyster supply,Neutral,Neutral,TRUE
Victoria,Breeding programme aims to save Australian oysters,Positive,Positive,TRUE
Victoria,Call for local Fisheries officers - Central Coast News,"NA","NA",TRUE
Victoria,Carnegie to power moored and aquaculture vessels with wave energy,Neutral,Neutral,TRUE
Victoria,Central Qld prawn farm promises new jobs ahead of expansion,Neutral,Positive,FALSE
Victoria,Clean Seas Spencer Gulf fish farm bid splits community and exposes tough choices facing regional cities,Negative,Negative,TRUE
Victoria,Cobia's fine dining success to kick-start multi-million-dollar aquaculture in northern Australia,Positive,Positive,TRUE
Victoria,"Coming up, Down Under – Fish Farmer Magazine","NA","NA",TRUE
Victoria,COMMENT: NSW Welfare reform – Beware the Trojan horse,"NA","NA",TRUE
Victoria,Commercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert,"NA","NA",TRUE
Victoria,Community activism and seals among Tassal's challenges,Positive,Neutral,FALSE
Victoria,Crayfish could be next boom seafood industry with breakthrough breeding technology,Positive,Positive,TRUE
Victoria,Cuttlefish battle brewing over kingfish farm plans,Neutral,Negative,FALSE
Victoria,Deakin’s $10m bid to become aquaculture leader,Neutral,"NA",FALSE
Victoria,Environmentalists call on treasurer to reject Brazilian meat giant’s bid for Tasmanian salmon farmer,Neutral,"NA",FALSE
Victoria,Estuaries are warming at twice the rate of oceans and atmosphere,"NA","NA",TRUE
Victoria,Exmoor Station prawn farm part of northern aquaculture boom,Positive,Neutral,FALSE
Victoria,Extinction threat as China crisis deepens,"NA","NA",TRUE
Victoria,"Fears for environment after 50,000 fish escape salmon farm in Tasmania",Negative,Negative,TRUE
Victoria,Feds on the hook for damages over prawn disease outbreak,Neutral,Negative,FALSE
Victoria,Fill n' Chill with plenty of Queensland Seafood this Christmas,"NA","NA",TRUE
Victoria,Fish exclusion screens to stop millions of fish each year being pumped out of the Macquarie River,Negative,"NA",FALSE
Victoria,Fish farming takes off in Murrumbidgee as restaurants get a taste for Murray cod,Positive,Positive,TRUE
Victoria,Fisheries expert developed taste for fine viniculture,"NA","NA",TRUE
Victoria,Fishers left reeling over contentious desal plant site,"NA","NA",TRUE
Victoria,"Fishing deemed 'COVID- friendly' amid lockdowns, industry welcomes huge take-up in the sport","NA","NA",TRUE
Victoria,FRDC: How Australian consumers support sustainable seafood,"NA","NA",TRUE
Victoria,Geraldton fish nursery to be built by WA Government after it rejects two private proposals,Neutral,Neutral,TRUE
Victoria,"Golden harvest as value of farms, crops rise","NA","NA",TRUE
Victoria,Goulburn's Marianvale Blue Murray Cod farm destocks due to downturn,Neutral,Negative,FALSE
Victoria,"Government grants to support Australian ingenuity and create jobs | Ministers for the Department of Industry, Science, Energy and Resources","NA","NA",TRUE
Victoria,How Tasmania's salmon farms are being cleaned up by author Richard Flanagan,Negative,Negative,TRUE
Victoria,Huge boost for flathead stocks in NSW South Coast fishing havens!,"NA","NA",TRUE
Victoria,Huon Aquaculture and NSW DPI transfer yellowtail kingfish into sea pens off Port Stephens,Neutral,Neutral,TRUE
Victoria,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,Neutral,TRUE
Victoria,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,Neutral,Negative,FALSE
Victoria,Huon pulls plug on controversial Port Stephens kingfish farm,Negative,Negative,TRUE
Victoria,Inland fish farming at Murray Cod Farm in New South Wales,Neutral,Neutral,TRUE
Victoria,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,Negative,FALSE
Victoria,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,Positive,TRUE
Victoria,Jobs of the future: The changing face of our next farmers,"NA","NA",TRUE
Victoria,Kevin Mason's backyard becomes battleground for Aboriginal fishing rights,"NA","NA",TRUE
Victoria,"La Nina brings unfavourable weather for oyster growers, some fear they won't meet high Christmas demand",Neutral,Neutral,TRUE
Victoria,More flatties stocked on the NSW South Coast,"NA","NA",TRUE
Victoria,Murray cod farmer raises $30 million,Neutral,Neutral,TRUE
Victoria,National sustainable seafood recognition for Fairy Meadow business Harley & Johns,"NA","NA",TRUE
Victoria,New $2.5m aquaculture facility planned for Rockhampton school,Neutral,Neutral,TRUE
Victoria,New abalone restrictions to protect South Australian industry,Positive,Positive,TRUE
Victoria,"New salmon, prawn products making waves in Australia, including latest Huon range",Positive,Positive,TRUE
Victoria,NSW authorities slap more penalties on non-compliant fishing,"NA","NA",TRUE
Victoria,NSW DPI and Huon Aquaculture plan to breathe new life into defunct Pisces fish farm off Port Stephens,Positive,Positive,TRUE
Victoria,Plan for deep-water fish pens off Tasmania7,Neutral,Neutral,TRUE
Victoria,Poor maintenance blamed for mass escape of farmed kingfish,Negative,Negative,TRUE
Victoria,Power’s new passion project with an old mate,"NA","NA",TRUE
Victoria,Primary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert,"NA","NA",TRUE
Victoria,Qld hub for northern aquaculture species,Neutral,Neutral,TRUE
Victoria,Recreational fishing access in water supply dams,"NA","NA",TRUE
Victoria,Riverina Murray cod farm a dam good idea,Positive,Positive,TRUE
Victoria,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,Negative,TRUE
Victoria,Shellfish and seaweed aquaculture potential in Australia,Neutral,Positive,FALSE
Victoria,Shepparton fish farming course will help Indigenous students work on Country,Positive,Positive,TRUE
Victoria,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,Positive,TRUE
Victoria,Southern Australia identified as potential aquaculture hotspot,Neutral,Neutral,TRUE
Victoria,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,"NA","NA",TRUE
Victoria,Sustainable Cod Aquaculture Set Up in NSWThe,Positive,Positive,TRUE
Victoria,"Sydney news: Five charged over theft of more than $4 million of salmon, fatal crash in Muswellbrook","NA","NA",TRUE
Victoria,"Tasmania’s salmon industry expansion has no sound scientific basis, expert who quit review panel says",Neutral,"NA",FALSE
Victoria,Tassal leads pack with sustainable Salmon,Positive,Positive,TRUE
Victoria,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,Neutral,Neutral,TRUE
Victoria,TEL’s funding push to make NQ leader in aquaculture,Positive,"NA",FALSE
Victoria,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",Neutral,Positive,FALSE
Victoria,There aren't plenty more fish in the sea,"NA","NA",TRUE
Victoria,Tiger prawn farm attracts offshore interest,Neutral,Positive,FALSE
Victoria,Tweed Coast Road upgrade key to new housing and jobs,"NA","NA",TRUE
Victoria,Underwater Drones Protecting Territory Aquaculture Industry,Neutral,Neutral,TRUE
Victoria,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,Positive,Positive,TRUE
Victoria,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,Neutral,Neutral,TRUE
Victoria,What a catch! Unique $4,"NA","NA",TRUE
Victoria,"Wollongong dog breeder given $205,000 for aquaculture project under regional grant scheme",Neutral,Neutral,TRUE
Victoria,"WWF Australia admitted Tasmanian salmon farms ‘not sustainable’, campaigner says",Neutral,"NA",FALSE
Victoria,Yumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert,Neutral,Neutral,TRUE
Western Australia,$4.5m tropical rock lobster project launched,Neutral,Neutral,TRUE
Western Australia,"5,000 kingfish released in Fremantle, WAFishing Worldbookmark_bordersharemore_vert","NA","NA",TRUE
Western Australia,"‘Are we progressive? My oath we are!’ A local’s guide to Albany, Western Australia","NA","NA",TRUE
Western Australia,Albany set to be 'jewel in the crown' of WA oyster industry after expansion,Positive,"NA",FALSE
Western Australia,Andrew Forrest is now a big fish in ocean farming,Neutral,"NA",FALSE
Western Australia,Andrew Forrest says concerns over 'pillaging' of oceans prompted aquaculture push,Positive,Positive,TRUE
Western Australia,Andrew Forrest takes $20m stake in Tasmania’s controversial salmon industry,Negative,"NA",FALSE
Western Australia,"Andrew Forrest's Harvest Road quits WA Aquaculture Council, reportedly poaches executive officer",Neutral,Neutral,TRUE
Western Australia,Aquaculture - The Start Of A Booming Industry For WAParticlebookmark_bordersharemore_vert,Positive,Positive,TRUE
Western Australia,"Aquaculture propels First Nations, tribal communities towards ‘self-reliance’Sea",Positive,"NA",FALSE
Western Australia,Aquaponics on the rise as more people turn to fish poo to grow fresh produce,Neutral,Positive,FALSE
Western Australia,"Australia first for Andrew Forrest's Leeuwin Coast aquaculture, with carbon neutral certification",Neutral,Neutral,TRUE
Western Australia,Australians team up for 600-tonne abalone venture,Positive,Neutral,FALSE
Western Australia,"Australia's marine industries deliver $80b a year. But without more scientists, the 'blue economy' is at risk","NA","NA",TRUE
Western Australia,Barramundi farm offers new hope for Indigenous community in WA's remote Kimberley,Positive,Positive,TRUE
Western Australia,Big moves on WA rich list,"NA","NA",TRUE
Western Australia,Big plans for marron industry,"NA","NA",TRUE
Western Australia,Billionaire Forrest Urges Australia Panel to Hold JBS to Account,Neutral,"NA",FALSE
Western Australia,"Buccaneer Archipelago, Dampier Peninsula marine park plan sparks debate over who has the right to fish","NA","NA",TRUE
Western Australia,Carnegie to power moored and aquaculture vessels with wave energy,Neutral,Neutral,TRUE
Western Australia,Cherabin commercial farming by traditional owners in WA's far north to be an Australian first,Neutral,Neutral,TRUE
Western Australia,Collaborating with Traditional Owners on future marine conservation reserves,"NA","NA",TRUE
Western Australia,Coral trout hatchery in Cairns brings fish bred in captivity to the menu,Positive,Neutral,FALSE
Western Australia,Diving into sustainable aquaculture,Positive,Positive,TRUE
Western Australia,DPIRD maps out its R&D in WAFarm Weekly23 Augbookmark_bordersharemore_vert,"NA","NA",TRUE
Western Australia,Extinction threat as China crisis deepens,"NA","NA",TRUE
Western Australia,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,"NA",Positive,FALSE
Western Australia,"Fishing changes needed with low stocks of dhufish, pink snapper report finds","NA","NA",TRUE
Western Australia,Five face charges for alleged stealing of $4 m worth of salmon at Sydney processing plant,"NA","NA",TRUE
Western Australia,Food guide connecting Great Southern businesses and consumers,"NA","NA",TRUE
Western Australia,Geraldton fish nursery to be built by WA Government after it rejects two private proposals,Neutral,Neutral,TRUE
Western Australia,"Golden harvest as value of farms, crops rise","NA","NA",TRUE
Western Australia,"Government grants to support Australian ingenuity and create jobs | Ministers for the Department of Industry, Science, Energy and Resources","NA","NA",TRUE
Western Australia,Hatch hires shellfish expert to support Irish aquaculture,Positive,Neutral,FALSE
Western Australia,Here's four major northern ag developments that have gained momentum recently,"NA","NA",TRUE
Western Australia,How much do marine heatwaves cost? The economic losses amount to billions and billions of dollars,"NA",Negative,FALSE
Western Australia,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,Neutral,TRUE
Western Australia,Immerse yourself in the great outdoors,"NA","NA",TRUE
Western Australia,Japan targets yellowtail exports boost as competition increases abroad,Neutral,"NA",FALSE
Western Australia,JBS counters Twiggy's animal welfare attack,Neutral,"NA",FALSE
Western Australia,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,Negative,FALSE
Western Australia,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,Positive,TRUE
Western Australia,Keeping males in fridge – future of Aquaculture,Neutral,"NA",FALSE
Western Australia,Major defence for WA biosecurity,"NA","NA",TRUE
Western Australia,Mandurah fine issued over illegal shellfish,"NA","NA",TRUE
Western Australia,Margaret River wineries celebrate their stunning surrounds,"NA","NA",TRUE
Western Australia,Media statements - Agrifood and beverage vouchers backing regional businesses,"NA","NA",TRUE
Western Australia,"Media statements - Albany Aquaculture Zone to boost investment, growth and jobs",Positive,Positive,TRUE
Western Australia,Media statements - Community support to stop new exotic pest,"NA","NA",TRUE
Western Australia,Media statements - Consultation underway on new marine park for the south coast,"NA","NA",TRUE
Western Australia,Media statements - Don't send unwanted pests in the mail this Christmas,"NA","NA",TRUE
Western Australia,Media statements - New chair appointed to Mid West Development Commission,"NA","NA",TRUE
Western Australia,Media statements - New research facilities to support jobs and grow aquaculture industry,"NA",Neutral,FALSE
Western Australia,Media statements - WA's commercial fishing industry honours its champions,"NA","NA",TRUE
Western Australia,Minister gives recreational fishers a hand releasing future catches,"NA","NA",TRUE
Western Australia,New DPIRD challenge for frost researcher,"NA","NA",TRUE
Western Australia,New Huon chief reveals future of business,Neutral,"NA",FALSE
Western Australia,New leaders at Harvest Road,"NA","NA",TRUE
Western Australia,New research suggests that human food waste could be a sustainable source of aquafeed,Neutral,Neutral,TRUE
Western Australia,New study reveals history of Aboriginal trade with foreign visitors before British settlement,"NA","NA",TRUE
Western Australia,"Northwest Aquaculture Alliance Adds Alaska Seafood Industry Veteran, Jeff Hetrick, to its Board of Directors",Neutral,Neutral,TRUE
Western Australia,Oyster Harbour seasonal closure set to continue after wastewater leak,"NA",Negative,FALSE
Western Australia,Peeling back the layers of food and beverage producers in the region,"NA","NA",TRUE
Western Australia,Plan for deep-water fish pens off Tasmania7,Neutral,Neutral,TRUE
Western Australia,Port Hedland mayor ‘kept mum on his Indigenous links’The Australian14 Decbookmark_bordersharemore_vert,"NA","NA",TRUE
Western Australia,Power’s new passion project with an old mate,"NA","NA",TRUE
Western Australia,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,Neutral,Neutral,TRUE
Western Australia,Project Sea Dragon reports significant progress,Neutral,Neutral,TRUE
Western Australia,Push for Harvest Road to be carbon neutral ahead of 2030,"NA","NA",TRUE
Western Australia,RASHA AL JUNDI - Diani's Changing Waters,"NA","NA",TRUE
Western Australia,Researchers scale up new blood test for stressed fish,"NA","NA",TRUE
Western Australia,Salmon Wars: The path to a peace plan,Neutral,Neutral,TRUE
Western Australia,Seafarms secures $90 million funding,Neutral,Neutral,TRUE
Western Australia,Seafood and buy it: Twiggy's company set to swallow Albany oyster farm,Neutral,Neutral,TRUE
Western Australia,Senior management appointments strengthen WA's Harvest Road beef supply chain,"NA","NA",TRUE
Western Australia,Slaughter joins Harvest Road team,"NA","NA",TRUE
Western Australia,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,Positive,TRUE
Western Australia,"Stocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert","NA","NA",TRUE
Western Australia,Stop at Settler's for more than a pie: $15m Indigenous tourism destination planned for Perth's holiday highway,"NA","NA",TRUE
Western Australia,Sustainability and secure access to guide WA's aquatic resources,"NA","NA",TRUE
Western Australia,Swinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert,Negative,Neutral,FALSE
Western Australia,Tasmanian salmon giant Huon Aquaculture plans WA kingfish farm near Abrolhos Islands,Neutral,Negative,FALSE
Western Australia,The world is our Akoya,"NA","NA",TRUE
Western Australia,Training sector's brightest stars announced,"NA",Neutral,FALSE
Western Australia,"Tributes paid to ""foster father"" of Washington's aquaculture industry",Neutral,Neutral,TRUE
Western Australia,"True to the Land: a new history of food in Australia begins 65,000 years ago","NA","NA",TRUE
Western Australia,Valuable fish culled as WA kingfish producer loses faith in WA State Government,"NA",Neutral,FALSE
Western Australia,Vegetables courtesy of the Indian Ocean,Positive,"NA",FALSE
Western Australia,Vertical thinking when it comes to growing,Positive,"NA",FALSE
Western Australia,WA election: Your handy guide to Mark Mc,"NA","NA",TRUE
Western Australia,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,Positive,Positive,TRUE
Western Australia,WA marine park draft plan to protect traditional methods and cultural practices,Neutral,Neutral,TRUE
Western Australia,WA Police execute search warrant for an invasive red swamp crayfish,Neutral,Neutral,TRUE
Western Australia,WA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert,Positive,Positive,TRUE
Western Australia,"Wave energy prototype to be deployed in Albany, Western Australia","NA","NA",TRUE
Western Australia,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,Neutral,Neutral,TRUE
Western Australia,Western Australia needs to diversify to overcome effects of mining bust: Report,"NA","NA",TRUE
Western Australia,Why eating shellfish isn’t selfish,Positive,"NA",FALSE
Western Australia,Yellowtail kingfish producer Indian Ocean Fresh Australia 'pushes pause' for at least 12 months,Neutral,Neutral,TRUE
Western Australia,Yumbah has big plans for historic Moonta Park property,"NA","NA",TRUE
